年份,行政區,段小段,地號,面積,公告現值,公告地價
109,八德區,1016,0010-0000,7.81,69600,14300
109,八德區,1016,0011-0000,13.42,69600,14300
109,八德區,1016,0012-0000,12.22,69600,14300
109,八德區,1016,0013-0000,12.89,69600,14300
109,八德區,1016,0014-0000,14.86,69600,14300
109,八德區,1016,0015-0000,15.69,69600,14300
109,八德區,1016,0016-0000,5.35,69600,14300
109,八德區,1016,0017-0000,14.85,69600,14300
109,八德區,1016,0018-0000,14.44,69600,14300
109,八德區,1016,0019-0000,14.04,69600,14300
109,八德區,1016,0020-0000,13.95,69600,14300
109,八德區,1016,0021-0000,12.02,69600,14300
109,八德區,1016,0022-0000,14.99,69600,14300
109,八德區,1016,0023-0000,228.6,69600,14300
109,八德區,1016,0024-0000,753.85,69600,14300
109,八德區,1016,0025-0000,474.14,69157,14205
109,八德區,1016,0026-0000,256.05,68200,14000
109,八德區,1016,0027-0000,30.52,68200,14000
109,八德區,1016,0028-0000,25.96,68200,14000
109,八德區,1016,0029-0000,24.95,68200,14000
109,八德區,1016,0030-0000,14.36,68200,14000
109,八德區,1016,0031-0000,9.01,68200,14000
109,八德區,1016,0032-0000,22.05,68200,14000
109,八德區,1016,0033-0000,11.18,68200,14000
109,八德區,1016,0034-0000,9.05,68200,14000
109,八德區,1016,0035-0000,21.87,68200,14000
109,八德區,1016,0036-0000,19.27,68200,14000
109,八德區,1016,0037-0000,16.99,68200,14000
109,八德區,1016,0038-0000,1.36,68200,14000
109,八德區,1016,0039-0000,8.69,68200,14000
109,八德區,1016,0040-0000,57.91,68200,14000
109,八德區,1015,1041-0000,112.9,13700,2800
109,八德區,1015,1042-0000,95.57,13700,2800
109,八德區,1015,1043-0000,99.23,13700,2800
109,八德區,1015,1044-0000,70.09,13700,2800
109,八德區,1015,1045-0000,83.53,13700,2800
109,八德區,1015,1046-0000,182.47,13700,2800
109,八德區,1015,1047-0000,319.24,13700,2800
109,八德區,1015,1048-0000,70.84,13700,2800
109,八德區,1015,1049-0000,15.48,13700,2800
109,八德區,1015,1050-0000,471.65,13700,2800
109,八德區,1015,1051-0000,87.48,8159,1661
109,八德區,1015,1052-0000,481.49,6400,1300
109,八德區,1015,1053-0000,53.23,6400,1300
109,八德區,1015,1054-0000,663.08,6400,1300
109,八德區,1015,1055-0000,1627.86,6400,1300
109,八德區,1015,1056-0000,2953.05,6609,1343
109,八德區,1015,1057-0000,85.04,13700,2800
109,八德區,1015,1058-0000,763.69,13700,2800
109,八德區,1015,1059-0000,34.01,13700,2800
109,八德區,1015,1060-0000,154.16,13700,2800
109,八德區,1015,1061-0000,578.54,13700,2800
109,八德區,1015,1062-0000,288.27,13700,2800
109,八德區,1015,1063-0000,140.69,13700,2800
109,八德區,1015,1064-0000,311.23,13700,2800
109,八德區,1015,1065-0000,95.92,13700,2800
109,八德區,1015,1066-0000,16.26,13700,2800
109,八德區,1015,1067-0000,14.67,13700,2800
109,八德區,1015,1068-0000,98.32,13700,2800
109,八德區,1015,1069-0000,279.97,13700,2800
109,八德區,1015,1070-0000,112.82,13700,2800
109,八德區,1015,1071-0000,131.73,15400,3200
109,八德區,1015,1072-0000,330.53,15400,3200
109,八德區,1015,1073-0000,127.21,15400,3200
109,八德區,1015,1074-0000,6.02,15400,3200
109,八德區,1015,1075-0000,292.61,15400,3200
109,八德區,1015,1076-0000,44.01,15400,3200
109,八德區,1015,1077-0000,49.04,13700,2800
109,八德區,1015,1078-0000,217.62,13700,2800
109,八德區,1015,1079-0000,337.36,13700,2800
109,八德區,1015,1080-0000,53.38,13700,2800
109,八德區,1015,1081-0000,1677.08,6861,1395
109,八德區,1015,1082-0000,101.1,6400,1300
109,八德區,1015,1083-0000,50.29,6400,1300
109,八德區,1015,1084-0000,53.12,6400,1300
109,八德區,1015,1085-0000,1422.04,6400,1300
109,八德區,1015,1086-0000,708.49,6400,1300
109,八德區,1015,1087-0000,527.18,6400,1300
109,八德區,1015,1088-0000,1032.31,6400,1300
109,八德區,1015,1089-0000,848.54,6400,1300
109,八德區,1015,1090-0000,1377.17,16700,3500
109,八德區,1015,1091-0000,355,6400,1300
109,八德區,1015,1092-0000,1073.33,6400,1300
109,八德區,1015,1093-0000,1207.67,6400,1300
109,八德區,1015,1094-0000,447.09,6400,1300
109,八德區,1015,1095-0000,222.12,6400,1300
109,八德區,1015,1096-0000,655.01,6400,1300
109,八德區,1015,1097-0000,866.33,6400,1300
109,八德區,1015,1098-0000,303.22,6400,1300
109,八德區,1015,1099-0000,666.86,6400,1300
109,八德區,1015,1100-0000,1785,6400,1300
109,八德區,1015,1101-0000,2489.32,6400,1300
109,八德區,1015,1102-0000,653.61,6400,1300
109,八德區,1015,1103-0000,2441.01,6400,1300
109,八德區,1015,1104-0000,1108.26,6400,1300
109,八德區,1015,1105-0000,422.56,6400,1300
109,八德區,1015,1106-0000,794.44,6400,1300
109,八德區,1015,1107-0000,117.17,6400,1300
109,八德區,1015,1108-0000,1688.11,6400,1300
109,八德區,1015,1109-0000,611,6400,1300
109,八德區,1015,1110-0000,43.21,6400,1300
109,八德區,1015,1110-0001,73.94,6400,1300
109,八德區,1017,0683-0000,350.78,15200,3100
109,八德區,1017,0684-0000,126.29,15200,3100
109,八德區,1017,0685-0000,9.29,15200,3100
109,八德區,1017,0686-0000,140.09,15200,3100
109,八德區,1017,0687-0000,440.92,14664,2992
109,八德區,1017,0688-0000,79.82,7959,1636
109,八德區,1017,0689-0000,4317.23,7993,1642
109,八德區,1017,0690-0000,1182.57,6300,1300
109,八德區,1017,0691-0000,3920.45,18400,3800
109,八德區,1017,0692-0000,12788.99,6300,1300
109,八德區,1017,0693-0000,2749.94,18400,3800
109,八德區,1017,0694-0000,1664.94,6300,1300
109,八德區,1017,0695-0000,8088.85,6300,1300
109,八德區,1017,0696-0000,6302.4,6300,1300
109,八德區,1017,0697-0000,856.44,6300,1300
109,八德區,1017,0698-0000,3545.51,6300,1300
109,八德區,1017,0699-0000,2283.92,6300,1300
109,八德區,1017,0700-0000,780.87,6300,1300
109,八德區,1017,0701-0000,1175.76,6300,1300
109,八德區,1015,1442-0000,31.03,15400,3200
109,八德區,1015,1443-0000,18.51,15400,3200
109,八德區,1015,1444-0000,133.4,15400,3200
109,八德區,1015,1445-0000,467.51,15400,3200
109,八德區,1015,1446-0000,93.96,15400,3200
109,八德區,1015,1447-0000,19.96,15400,3200
109,八德區,1015,1448-0000,9.85,15400,3200
109,八德區,1015,1449-0000,23.47,15400,3200
109,八德區,1015,1450-0000,32.86,15400,3200
109,八德區,1015,1451-0000,21.08,15400,3200
109,八德區,1015,1452-0000,35.05,15400,3200
109,八德區,1015,1453-0000,35.89,15400,3200
109,八德區,1015,1454-0000,6.52,15400,3200
109,八德區,1015,1455-0000,41.13,19500,4000
109,八德區,1015,1456-0000,200.09,19500,4000
109,八德區,1015,1457-0000,24.2,19500,4000
109,八德區,1015,1458-0000,0.68,19500,4000
109,八德區,1015,1459-0000,61.65,19500,4000
109,八德區,1015,1460-0000,38.75,19500,4000
109,八德區,1015,1461-0000,65.67,19500,4000
109,八德區,1015,1462-0000,828.26,19500,4000
109,八德區,1015,1463-0000,240.8,19500,4000
109,八德區,1015,1464-0000,38.3,19500,4000
109,八德區,1015,1465-0000,7.39,19500,4000
109,八德區,1015,1466-0000,41.5,19500,4000
109,八德區,1015,1467-0000,0.08,19500,4000
109,八德區,1015,1468-0000,177.11,19500,4000
109,八德區,1015,1469-0000,70.33,19500,4000
109,八德區,1015,1470-0000,20.46,19500,4000
109,八德區,1015,1471-0000,1.81,19500,4000
109,八德區,1015,1472-0000,21.18,19500,4000
109,八德區,1015,1473-0000,19.07,19500,4000
109,八德區,1015,1474-0000,74.37,19500,4000
109,八德區,1015,1475-0000,16.54,19500,4000
109,八德區,1015,1476-0000,3.69,19500,4000
109,八德區,1015,1477-0000,15.24,19500,4000
109,八德區,1015,1478-0000,71.86,19500,4000
109,八德區,1015,1479-0000,87.89,19500,4000
109,八德區,1015,1480-0000,646.59,19500,4000
109,八德區,1015,1481-0000,157.78,19500,4000
109,八德區,1015,1482-0000,709.46,19500,4000
109,八德區,1015,1483-0000,3666.72,19500,4000
109,八德區,1015,1484-0000,345.42,19500,4000
109,八德區,1015,1485-0000,26.39,19500,4000
109,八德區,1015,1486-0000,7.77,34900,7200
109,八德區,1015,1487-0000,24,19500,4000
109,八德區,1015,1488-0000,75.63,19500,4000
109,八德區,1015,1489-0000,36.98,19500,4000
109,八德區,1015,1490-0000,772.06,43300,8900
109,八德區,1015,1491-0000,1534.3,43300,8900
109,八德區,1015,1492-0000,1408.25,20692,4272
109,八德區,1015,1492-0001,114.8,24161,4982
109,八德區,1015,1492-0002,290.42,24397,5031
109,八德區,1015,1492-0003,677.24,23987,4947
109,八德區,1015,1493-0000,27.25,19500,4000
109,八德區,1015,1494-0000,296.39,20217,4175
109,八德區,1015,1495-0000,169.72,27100,5600
109,八德區,1015,1496-0000,237.6,26733,5524
109,八德區,1015,1497-0000,5.62,18806,3861
109,八德區,1015,1498-0000,9.97,23543,4856
109,八德區,1016,0442-0000,74.4,39400,8100
109,八德區,1016,0443-0000,74.4,39400,8100
109,八德區,1016,0444-0000,74.41,39400,8100
109,八德區,1016,0445-0000,74.42,39400,8100
109,八德區,1016,0446-0000,74.43,39400,8100
109,八德區,1016,0447-0000,74.11,39400,8100
109,八德區,1016,0448-0000,69.96,39400,8100
109,八德區,1016,0449-0000,121.34,39400,8100
109,八德區,1016,0450-0000,100.42,39400,8100
109,八德區,1016,0451-0000,73.24,39400,8100
109,八德區,1016,0452-0000,74.11,39400,8100
109,八德區,1016,0453-0000,74.13,39400,8100
109,八德區,1016,0454-0000,74.13,39400,8100
109,八德區,1016,0455-0000,74.15,39400,8100
109,八德區,1016,0456-0000,74.15,39400,8100
109,八德區,1016,0457-0000,74.16,39400,8100
109,八德區,1016,0458-0000,74.18,39400,8100
109,八德區,1016,0459-0000,74.18,39400,8100
109,八德區,1016,0460-0000,76.68,39400,8100
109,八德區,1016,0461-0000,150.31,39400,8100
109,八德區,1016,0462-0000,78.35,39400,8100
109,八德區,1016,0463-0000,81.44,39400,8100
109,八德區,1016,0464-0000,83.71,39400,8100
109,八德區,1016,0465-0000,85.99,39400,8100
109,八德區,1016,0466-0000,88.25,39400,8100
109,八德區,1016,0467-0000,90.53,39400,8100
109,八德區,1016,0468-0000,92.8,39400,8100
109,八德區,1016,0469-0000,95.07,39400,8100
109,八德區,1016,0470-0000,97.35,39400,8100
109,八德區,1016,0471-0000,102.52,39400,8100
109,八德區,1015,1523-0001,614.52,13500,2800
109,八德區,1015,1523-0002,206.41,13500,2800
109,八德區,1015,1523-0003,552.29,13500,2800
109,八德區,1015,1524-0000,678.64,13500,2800
109,八德區,1015,1525-0000,692.06,13500,2800
109,八德區,1015,1525-0001,1042.41,13500,2800
109,八德區,1015,1525-0002,295.15,13500,2800
109,八德區,1015,1525-0003,1045.06,13500,2800
109,八德區,1015,1526-0000,3.68,13500,2800
109,八德區,1015,1527-0000,785.4,13500,2800
109,八德區,1015,1527-0001,23.2,13500,2800
109,八德區,1015,1527-0002,715.49,13500,2800
109,八德區,1015,1528-0000,12.88,13500,2800
109,八德區,1015,1529-0000,779.47,13500,2800
109,八德區,1015,1530-0000,207.67,13500,2800
109,八德區,1015,1531-0000,182.84,13500,2800
109,八德區,1015,1532-0000,268.98,13500,2800
109,八德區,1015,1533-0000,287.38,13500,2800
109,八德區,1015,1534-0000,281.71,13500,2800
109,八德區,1015,1535-0000,122.45,13500,2800
109,八德區,1015,1536-0000,434.29,13500,2800
109,八德區,1015,1537-0000,313.01,13500,2800
109,八德區,1015,1538-0000,467.89,13500,2800
109,八德區,1015,1538-0001,241.73,13500,2800
109,八德區,1015,1540-0000,265.37,13500,2800
109,八德區,1015,1541-0000,1523.05,13500,2800
109,八德區,1015,1541-0001,551.8,13500,2800
109,八德區,1015,1542-0000,265.01,13500,2800
109,八德區,1015,1542-0001,198.91,13500,2800
109,八德區,1015,1543-0000,1220.85,13500,2800
109,八德區,1015,1543-0001,118.83,13500,2800
109,八德區,1015,1544-0000,261.87,13500,2800
109,八德區,1015,1545-0000,5799.52,13500,2800
109,八德區,1015,1546-0000,2055.5,13500,2800
109,八德區,1015,1547-0000,4928.7,13500,2800
109,八德區,1015,1548-0000,7412.84,13500,2800
109,八德區,1015,1549-0000,4420.8,13500,2800
109,八德區,1015,1550-0000,221.62,13500,2800
109,八德區,1015,1551-0000,1056.58,13500,2800
109,八德區,1015,1552-0000,1483.45,13500,2800
109,八德區,1015,1553-0000,3429.38,13500,2800
109,八德區,1015,1554-0000,538.29,13500,2800
109,八德區,1015,1554-0001,29.92,13500,2800
109,八德區,1015,1555-0000,333.63,13500,2800
109,八德區,1015,1555-0001,107.59,13500,2800
109,八德區,1015,1556-0000,581.99,14000,2900
109,八德區,1015,1557-0000,8159.18,14000,2900
109,八德區,1015,1558-0000,4356.33,14000,2900
109,八德區,1015,1559-0000,107.24,14000,2900
109,八德區,1015,1560-0000,381.97,14000,2900
109,八德區,1015,1561-0000,268.14,14000,2900
109,八德區,1015,1562-0000,216.72,14000,2900
109,八德區,1015,1563-0000,215.26,15544,3215
109,八德區,1015,1564-0000,704.99,15102,3127
109,八德區,1015,1565-0000,2721.78,18107,3746
109,八德區,1015,1566-0000,142.2,27100,5600
109,八德區,1015,1567-0000,5311.69,16315,3372
109,八德區,1015,1568-0000,2843.4,14000,2900
109,八德區,1015,1569-0000,2101.59,14000,2900
109,八德區,1015,1570-0000,3027.96,14000,2900
109,八德區,1015,1571-0000,14761.31,14000,2900
109,八德區,1015,1572-0000,5453.05,14000,2900
109,八德區,1015,1573-0000,3393.07,16669,3444
109,八德區,1015,1574-0000,91.14,14000,2900
109,八德區,1015,1575-0000,2294.18,17371,3587
109,八德區,1015,1576-0000,725.26,14000,2900
109,八德區,1015,1577-0000,1436.16,14000,2900
109,八德區,1015,1578-0000,1988.13,18448,3807
109,八德區,1015,1111-0000,2030.78,7142,1452
109,八德區,1015,1112-0000,2197.62,7239,1477
109,八德區,1015,1113-0000,1681.02,6910,1408
109,八德區,1015,1114-0000,95.78,12339,2554
109,八德區,1015,1115-0000,347.68,15400,3200
109,八德區,1015,1116-0000,2.75,15400,3200
109,八德區,1015,1117-0000,127.09,15400,3200
109,八德區,1015,1118-0000,302.64,15400,3200
109,八德區,1015,1119-0000,118.02,15400,3200
109,八德區,1015,1120-0000,32.03,15400,3200
109,八德區,1015,1121-0000,47.11,15400,3200
109,八德區,1015,1122-0000,11.54,15400,3200
109,八德區,1015,1123-0000,237.34,15400,3200
109,八德區,1015,1124-0000,156.04,15400,3200
109,八德區,1015,1125-0000,9.54,15400,3200
109,八德區,1015,1126-0000,4.42,15400,3200
109,八德區,1015,1127-0000,23.67,15400,3200
109,八德區,1015,1128-0000,77.74,15400,3200
109,八德區,1015,1129-0000,363.25,15400,3200
109,八德區,1015,1130-0000,791.06,15400,3200
109,八德區,1015,1131-0000,244.91,15400,3200
109,八德區,1015,1132-0000,34.24,15400,3200
109,八德區,1015,1133-0000,217.93,15400,3200
109,八德區,1015,1134-0000,85.86,15400,3200
109,八德區,1015,1135-0000,483.28,14037,2912
109,八德區,1015,1136-0000,58.23,7347,1500
109,八德區,1015,1137-0000,514.78,15214,3161
109,八德區,1015,1138-0000,220.3,6400,1300
109,八德區,1015,1139-0000,1093.16,6437,1308
109,八德區,1015,1140-0000,75.44,15400,3200
109,八德區,1015,1141-0000,188.03,15400,3200
109,八德區,1015,1142-0000,513.32,15400,3200
109,八德區,1015,1143-0000,6.14,15400,3200
109,八德區,1015,1144-0000,169,15400,3200
109,八德區,1015,1145-0000,283.39,15400,3200
109,八德區,1015,1146-0000,38.35,15400,3200
109,八德區,1015,1147-0000,479.29,15400,3200
109,八德區,1015,1148-0000,1.46,15400,3200
109,八德區,1015,1149-0000,3.23,15400,3200
109,八德區,1015,1150-0000,5.62,15400,3200
109,八德區,1015,1151-0000,0.2,15400,3200
109,八德區,1015,1152-0000,26.12,15400,3200
109,八德區,1015,1153-0000,1192.01,15400,3200
109,八德區,1015,1154-0000,777.91,15400,3200
109,八德區,1015,1155-0000,495.98,15400,3200
109,八德區,1015,1156-0000,86.48,15400,3200
109,八德區,1015,1157-0000,54.01,15400,3200
109,八德區,1015,1158-0000,3955.09,9441,1942
109,八德區,1015,1159-0000,1363.93,8634,1772
109,八德區,1015,1160-0000,579.29,6400,1300
109,八德區,1015,1161-0000,1649.06,8422,1727
109,八德區,1015,1162-0000,347.92,13279,2752
109,八德區,1015,1163-0000,320.25,15400,3200
109,八德區,1015,1164-0000,267.31,15212,3160
109,八德區,1015,1165-0000,555.92,10481,2161
109,八德區,1015,1166-0000,259.4,14743,3061
109,八德區,1015,1167-0000,138.41,15400,3200
109,八德區,1015,1168-0000,89,15400,3200
109,八德區,1015,1169-0000,1.67,15400,3200
109,八德區,1015,1170-0000,656.54,6400,1300
109,八德區,1015,1171-0000,353.33,6400,1300
109,八德區,1015,1172-0000,3008,6400,1300
109,八德區,1015,1173-0000,863.6,6400,1300
109,八德區,1015,1174-0000,69.68,6400,1300
109,八德區,1015,1175-0000,948.9,6400,1300
109,八德區,1015,1176-0000,1381.76,6400,1300
109,八德區,1015,1176-0001,1381.76,6400,1300
109,八德區,1015,1177-0000,90.26,6400,1300
109,八德區,1015,1178-0000,1782.03,6400,1300
109,八德區,1015,1179-0000,2903.73,6400,1300
109,八德區,1015,1180-0000,283.51,16700,3500
109,八德區,1015,1181-0000,136.65,7523,1537
109,八德區,1015,1182-0000,107,7325,1495
109,八德區,1015,1183-0000,1175.63,6400,1300
109,八德區,1015,1183-0001,1175.63,6400,1300
109,八德區,1015,1183-0002,1175.63,6400,1300
109,八德區,1015,1183-0003,1175.64,6400,1300
109,八德區,1015,1183-0004,557.15,6400,1300
109,八德區,1015,1184-0000,1051.23,6400,1300
109,八德區,1015,1184-0001,1051.24,6400,1300
109,八德區,1015,1184-0002,1051.24,6400,1300
109,八德區,1015,1184-0003,450.77,6400,1300
109,八德區,1015,1185-0000,123.16,6400,1300
109,八德區,1015,1186-0000,3673.36,6400,1300
109,八德區,1015,1186-0001,95.73,6400,1300
109,八德區,1015,1187-0000,106.7,16700,3500
109,八德區,1015,1188-0000,179.47,16700,3500
109,八德區,1015,1189-0000,17.51,16700,3500
109,八德區,1015,1190-0000,1643.28,16700,3500
109,八德區,1015,1191-0000,13.07,16700,3500
109,八德區,1015,1192-0000,38.82,16700,3500
109,八德區,1015,1193-0000,12.45,16700,3500
109,八德區,1015,1194-0000,1776.66,16700,3500
109,八德區,1015,1195-0000,136.92,6400,1300
109,八德區,1015,1196-0000,65.5,6400,1300
109,八德區,1015,1197-0000,918.06,6400,1300
109,八德區,1015,1198-0000,3321.63,6400,1300
109,八德區,1015,1199-0000,112.62,6400,1300
109,八德區,1015,1200-0000,57.27,6400,1300
109,八德區,1015,1201-0000,1046.68,6400,1300
109,八德區,1015,1686-0000,4694.84,12500,2600
109,八德區,1015,1687-0000,5376.79,12500,2600
109,八德區,1015,1688-0000,3709.42,12500,2600
109,八德區,1015,1689-0000,101.92,12500,2600
109,八德區,1015,1690-0000,2610.21,12500,2600
109,八德區,1015,1691-0000,820.69,12500,2600
109,八德區,1015,1692-0000,778.61,12500,2600
109,八德區,1015,1693-0000,355.27,12500,2600
109,八德區,1015,1694-0000,150.46,12500,2600
109,八德區,1015,1695-0000,61.06,12500,2600
109,八德區,1015,1696-0000,0.2,12500,2600
109,八德區,1015,1697-0000,374.53,12500,2600
109,八德區,1015,1698-0000,1905.61,12500,2600
109,八德區,1015,1235-0000,384.2,15400,3200
109,八德區,1015,1236-0000,169.19,15400,3200
109,八德區,1015,1237-0000,156.07,15400,3200
109,八德區,1015,1238-0000,135.46,15400,3200
109,八德區,1015,1239-0000,116.24,15400,3200
109,八德區,1015,1240-0000,532.76,15400,3200
109,八德區,1015,1241-0000,269.79,15400,3200
109,八德區,1015,1242-0000,5.15,24300,5000
109,八德區,1015,1243-0000,11.64,15400,3200
109,八德區,1015,1244-0000,67.34,15400,3200
109,八德區,1015,1245-0000,295.59,15400,3200
109,八德區,1015,1246-0000,635.38,15400,3200
109,八德區,1015,1247-0000,205.21,15400,3200
109,八德區,1015,1248-0000,28.76,15400,3200
109,八德區,1015,1249-0000,7.63,15400,3200
109,八德區,1015,1250-0000,270.23,15400,3200
109,八德區,1015,1251-0000,8.35,15400,3200
109,八德區,1015,1252-0000,427.61,15400,3200
109,八德區,1015,1253-0000,1140.5,15400,3200
109,八德區,1015,1254-0000,3.41,15400,3200
109,八德區,1015,1255-0000,237.54,15400,3200
109,八德區,1015,1256-0000,228.54,15400,3200
109,八德區,1015,1257-0000,1.01,15400,3200
109,八德區,1015,1258-0000,467.13,15400,3200
109,八德區,1015,1259-0000,126.51,15400,3200
109,八德區,1015,1260-0000,17.24,15400,3200
109,八德區,1015,1261-0000,610.52,15400,3200
109,八德區,1015,1262-0000,224.69,15400,3200
109,八德區,1015,1263-0000,27.05,15400,3200
109,八德區,1015,1264-0000,67.06,15400,3200
109,八德區,1015,1265-0000,132.68,15400,3200
109,八德區,1015,1266-0000,893.17,20007,4127
109,八德區,1015,1267-0000,619.22,19107,3944
109,八德區,1015,1268-0000,6170.7,16859,3487
109,八德區,1015,1269-0000,1287.76,17399,3596
109,八德區,1015,1270-0000,249.48,24300,5000
109,八德區,1015,1271-0000,54.79,15400,3200
109,八德區,1015,1272-0000,90.25,7958,1629
109,八德區,1015,1273-0000,1894.88,21039,4337
109,八德區,1015,1274-0000,196.72,24300,5000
109,八德區,1015,1275-0000,2370,20964,4322
109,八德區,1015,1276-0000,32,15400,3200
109,八德區,1015,1277-0000,196.59,12500,2600
109,八德區,1015,1278-0000,1480.2,12500,2600
109,八德區,1015,1279-0000,1870.33,12500,2600
109,八德區,1015,1280-0000,929.24,12500,2600
109,八德區,1015,1281-0000,911.99,12500,2600
109,八德區,1015,1282-0000,2318.11,12779,2657
109,八德區,1015,1283-0000,53.01,30088,6230
109,八德區,1015,1284-0000,121.43,27550,5713
109,八德區,1015,1285-0000,125.66,27912,5787
109,八德區,1015,1286-0000,121.33,28312,5868
109,八德區,1015,1287-0000,103.69,28707,5949
109,八德區,1015,1288-0000,99.24,29105,6030
109,八德區,1015,1289-0000,94.82,29542,6119
109,八德區,1015,1290-0000,79.7,29728,6157
109,八德區,1015,1291-0000,11.8,31900,6600
109,八德區,1015,1292-0000,7.61,25808,5358
109,八德區,1015,1293-0000,76.69,30959,6408
109,八德區,1015,1294-0000,79.4,30998,6416
109,八德區,1015,1295-0000,76.54,31574,6534
109,八德區,1015,1296-0000,81.17,31900,6600
109,八德區,1015,1297-0000,72.11,31900,6600
109,八德區,1015,1298-0000,88.93,31900,6600
109,八德區,1015,1299-0000,99.44,31900,6600
109,八德區,1015,1300-0000,76.34,31900,6600
109,八德區,1015,1301-0000,70.68,31900,6600
109,八德區,1015,1302-0000,54.58,31900,6600
109,八德區,1015,1303-0000,17.52,31900,6600
109,八德區,1015,1304-0000,19.09,31900,6600
109,八德區,1015,1305-0000,50.93,31900,6600
109,八德區,1015,1306-0000,47.29,31900,6600
109,八德區,1015,1307-0000,20.19,31900,6600
109,八德區,1015,1308-0000,21.51,31900,6600
109,八德區,1015,1309-0000,43.5,31900,6600
109,八德區,1015,1310-0000,39.91,31900,6600
109,八德區,1015,1311-0000,22.82,31900,6600
109,八德區,1015,1312-0000,60.46,31900,6600
109,八德區,1015,1313-0000,58.19,31900,6600
109,八德區,1015,1314-0000,27.82,31900,6600
109,八德區,1015,1315-0000,28.09,31900,6600
109,八德區,1015,1316-0000,48.45,31900,6600
109,八德區,1015,1317-0000,36.09,31900,6600
109,八德區,1015,1318-0000,40.99,15400,3200
109,八德區,1015,1319-0000,100.47,31900,6600
109,八德區,1015,1320-0000,66.52,31900,6600
109,八德區,1015,1321-0000,68.33,31900,6600
109,八德區,1015,1322-0000,70.14,31900,6600
109,八德區,1015,1323-0000,69.95,31900,6600
109,八德區,1015,1324-0000,10.86,15400,3200
109,八德區,1015,1604-0000,5470.66,14000,2900
109,八德區,1015,1605-0000,3547.1,14000,2900
109,八德區,1015,1606-0000,2067.01,14000,2900
109,八德區,1015,1607-0000,5145.27,14000,2900
109,八德區,1015,1608-0000,630.34,14000,2900
109,八德區,1015,1609-0000,5949.66,14000,2900
109,八德區,1015,1610-0000,5271.96,14000,2900
109,八德區,1015,1611-0000,5078.7,14000,2900
109,八德區,1015,1612-0000,514.16,14000,2900
109,八德區,1015,1613-0000,2524.53,14000,2900
109,八德區,1015,1614-0000,2887.51,14000,2900
109,八德區,1015,1615-0000,2725.14,14000,2900
109,八德區,1015,1616-0000,2774.63,14000,2900
109,八德區,1015,1617-0000,6266,14000,2900
109,八德區,1015,1618-0000,3093.69,14000,2900
109,八德區,1015,1619-0000,102.28,14000,2900
109,八德區,1015,1620-0000,1424.52,12500,2600
109,八德區,1015,1621-0000,1151.06,12500,2600
109,八德區,1015,1622-0000,5532.29,12500,2600
109,八德區,1015,1623-0000,4955.91,12500,2600
109,八德區,1015,1624-0000,126.31,12500,2600
109,八德區,1015,1625-0000,19.3,12500,2600
109,八德區,1015,1626-0000,340.28,12500,2600
109,八德區,1015,1627-0000,648.88,12500,2600
109,八德區,1015,1628-0000,8057.07,12500,2600
109,八德區,1015,1629-0000,9539.62,12500,2600
109,八德區,1015,1630-0000,1338.63,12500,2600
109,八德區,1015,1631-0000,501.03,12500,2600
109,八德區,1015,1632-0000,85.11,12500,2600
109,八德區,1015,1633-0000,6251.47,12500,2600
109,八德區,1015,1634-0000,13663.49,12500,2600
109,八德區,1015,1635-0000,632.98,12500,2600
109,八德區,1015,1636-0000,340.88,12500,2600
109,八德區,1015,1637-0000,1470.37,12500,2600
109,八德區,1015,1638-0000,364.81,12500,2600
109,八德區,1015,1639-0000,1723.51,12500,2600
109,八德區,1015,1640-0000,268.42,12500,2600
109,八德區,1015,1641-0000,17.13,12500,2600
109,八德區,1015,1642-0000,284.09,12500,2600
109,八德區,1015,1643-0000,352.01,12500,2600
109,八德區,1015,1644-0000,407.08,12500,2600
109,八德區,1015,1645-0000,5792.8,12500,2600
109,八德區,1015,1646-0000,999.19,12500,2600
109,八德區,1015,1647-0000,435.55,12500,2600
109,八德區,1015,1648-0000,82.51,12500,2600
109,八德區,1015,1649-0000,360.73,12500,2600
109,八德區,1015,1650-0000,645.86,12500,2600
109,八德區,1015,1653-0000,1.83,6400,1300
109,八德區,1015,1654-0000,48.33,6400,1300
109,八德區,1015,1655-0000,143.31,12500,2600
109,八德區,1015,1656-0000,292.76,12500,2600
109,八德區,1015,1657-0000,1879.56,12500,2600
109,八德區,1015,1658-0000,6489.31,12500,2600
109,八德區,1015,1659-0000,441.96,12500,2600
109,八德區,1015,1662-0000,115.28,6400,1300
109,八德區,1015,1664-0000,294.2,12500,2600
109,八德區,1015,1665-0000,3333.06,12500,2600
109,八德區,1015,1668-0000,614.02,12500,2600
109,八德區,1015,1669-0000,2176.04,12500,2600
109,八德區,1015,1670-0000,2013.47,12500,2600
109,八德區,1015,1671-0000,532.2,12500,2600
109,八德區,1015,1672-0000,3169.89,12500,2600
109,八德區,1015,1673-0000,10671.86,12500,2600
109,八德區,1015,1674-0000,1469.01,12500,2600
109,八德區,1015,1675-0000,48,12500,2600
109,八德區,1015,1676-0000,3859.08,12500,2600
109,八德區,1015,1677-0000,6236.42,12500,2600
109,八德區,1015,1678-0000,1651.69,12500,2600
109,八德區,1015,1679-0000,9118.69,12500,2600
109,八德區,1015,1680-0000,1933.3,12500,2600
109,八德區,1015,1681-0000,4664.26,12500,2600
109,八德區,1015,1682-0000,948.04,12500,2600
