年份,行政區,段小段,地號,面積,公告現值,公告地價
109,八德區,1013,1128-0000,72.47,23800,4900
109,八德區,1013,1129-0000,4.79,23800,4900
109,八德區,1013,1130-0000,39.1,23800,4900
109,八德區,1013,1131-0000,46.4,23800,4900
109,八德區,1013,1132-0000,27.37,23800,4900
109,八德區,1013,1133-0000,49.46,23800,4900
109,八德區,1013,1134-0000,63.34,23800,4900
109,八德區,1013,1135-0000,11.46,23800,4900
109,八德區,1013,1136-0000,0.53,23800,4900
109,八德區,1013,1137-0000,74.27,23800,4900
109,八德區,1013,1138-0000,74.8,23800,4900
109,八德區,1013,1139-0000,74.8,23800,4900
109,八德區,1013,1140-0000,74.8,23800,4900
109,八德區,1013,1141-0000,74.8,23800,4900
109,八德區,1013,1142-0000,74.8,23800,4900
109,八德區,1013,1143-0000,76.17,23800,4900
109,八德區,1013,1144-0000,76.17,23800,4900
109,八德區,1013,1145-0000,74.8,23800,4900
109,八德區,1013,1146-0000,74.8,23800,4900
109,八德區,1013,1147-0000,74.8,23800,4900
109,八德區,1013,1148-0000,74.79,23800,4900
109,八德區,1013,1149-0000,74.8,23800,4900
109,八德區,1013,1150-0000,74.8,23800,4900
109,八德區,1013,1151-0000,74.8,23800,4900
109,八德區,1013,1152-0000,76.84,23800,4900
109,八德區,1013,1153-0000,81.25,23800,4900
109,八德區,1013,1154-0000,4.25,23800,4900
109,八德區,1013,1155-0000,85.5,23800,4900
109,八德區,1013,1156-0000,87.41,23800,4900
109,八德區,1013,1157-0000,40.84,23800,4900
109,八德區,1013,1158-0000,50.61,23800,4900
109,八德區,1013,1159-0000,390.34,23800,4900
109,八德區,1013,1160-0000,1.04,23800,4900
109,八德區,1013,1161-0000,46.64,23800,4900
109,八德區,1013,1162-0000,40.76,23800,4900
109,八德區,1013,1163-0000,3.94,23800,4900
109,八德區,1013,1164-0000,81.57,23800,4900
109,八德區,1013,1165-0000,85.5,23800,4900
109,八德區,1013,1166-0000,27.29,23800,4900
109,八德區,1013,1167-0000,47.51,23800,4900
109,八德區,1013,1168-0000,74.8,23800,4900
109,八德區,1013,1169-0000,74.79,23800,4900
109,八德區,1013,1170-0000,74.8,23800,4900
109,八德區,1013,1171-0000,74.8,23800,4900
109,八德區,1013,1172-0000,74.8,23800,4900
109,八德區,1013,1173-0000,74.8,23800,4900
109,八德區,1013,1174-0000,74.8,23800,4900
109,八德區,1013,1175-0000,74.8,23800,4900
109,八德區,1013,1176-0000,76.17,23800,4900
109,八德區,1013,1177-0000,76.16,23800,4900
109,八德區,1013,1178-0000,74.8,23800,4900
109,八德區,1013,1179-0000,74.8,23800,4900
109,八德區,1013,1180-0000,74.8,23800,4900
109,八德區,1013,1181-0000,74.8,23800,4900
109,八德區,1013,1182-0000,64.02,23800,4900
109,八德區,1013,1183-0000,10.78,23800,4900
109,八德區,1013,1184-0000,22.89,23800,4900
109,八德區,1013,1185-0000,51.91,23800,4900
109,八德區,1013,1186-0000,45.62,23800,4900
109,八德區,1013,1187-0000,29.17,23800,4900
109,八德區,1013,1188-0000,35.45,23800,4900
109,八德區,1013,1189-0000,39.36,23800,4900
109,八德區,1013,1190-0000,30.53,23800,4900
109,八德區,1013,1191-0000,41.72,23800,4900
109,八德區,1013,1192-0000,2.55,23800,4900
109,八德區,1013,1193-0000,85.51,23800,4900
109,八德區,1013,1194-0000,0.17,23800,4900
109,八德區,1013,1195-0000,85.32,23800,4900
109,八德區,1013,1196-0000,87.41,23800,4900
109,八德區,1013,1197-0000,159.78,23800,4900
109,八德區,1013,1198-0000,258.18,23800,4900
109,八德區,1013,1199-0000,401.48,23800,4900
109,八德區,1013,1200-0000,264.1,23800,4900
109,八德區,1013,1201-0000,288.7,23800,4900
109,八德區,1013,1491-0000,34.55,15400,3200
109,八德區,1013,1492-0000,458.68,15400,3200
109,八德區,1013,1493-0000,748.77,15400,3200
109,八德區,1013,1494-0000,29.52,15400,3200
109,八德區,1013,1495-0000,10.17,15400,3200
109,八德區,1013,1496-0000,41.44,15400,3200
109,八德區,1013,1497-0000,40.67,14431,2995
109,八德區,1013,1498-0000,26.05,14308,2970
109,八德區,1013,1499-0000,138.43,12335,2553
109,八德區,1013,1500-0000,37.2,15400,3200
109,八德區,1013,1501-0000,31.2,15400,3200
109,八德區,1013,1502-0000,543.8,15400,3200
109,八德區,1013,1503-0000,1280.76,17525,3633
109,八德區,1013,1504-0000,2193.58,15154,3154
109,八德區,1013,1505-0000,615.41,15400,3200
109,八德區,1013,1506-0000,27.59,15400,3200
109,八德區,1013,1507-0000,3.36,15400,3200
109,八德區,1013,1508-0000,284.7,24300,5000
109,八德區,1013,1509-0000,1591.65,14331,2988
109,八德區,1013,1510-0000,1394.28,14159,2953
109,八德區,1013,1511-0000,34.23,15400,3200
109,八德區,1013,1512-0000,550.63,15400,3200
109,八德區,1013,1513-0000,57.65,15400,3200
109,八德區,1013,1514-0000,143.24,22377,4612
109,八德區,1013,1515-0000,3554.28,13414,2803
109,八德區,1013,1516-0000,278.3,19336,3998
109,八德區,1013,1517-0000,215.62,15400,3200
109,八德區,1013,1518-0000,182.11,15400,3200
109,八德區,1013,1519-0000,737.03,19124,3955
109,八德區,1013,1520-0000,2444.21,13400,2800
109,八德區,1013,1521-0000,3737.25,13400,2800
109,八德區,1013,1522-0000,3250.31,13400,2800
109,八德區,1013,1523-0000,1329.27,6400,1300
109,八德區,1013,1524-0000,1916.02,6400,1300
109,八德區,1013,1525-0000,4796.4,6400,1300
109,八德區,1013,1526-0000,86.71,6400,1300
109,八德區,1013,1527-0000,343.69,6400,1300
109,八德區,1013,1528-0000,182.56,6400,1300
109,八德區,1013,1529-0000,1914.64,6400,1300
109,八德區,1013,1530-0000,907.46,6400,1300
109,八德區,1013,1531-0000,3255.45,6400,1300
109,八德區,1013,1532-0000,2203.97,6400,1300
109,八德區,1013,1533-0000,1182.01,6400,1300
109,八德區,1013,1534-0000,550.95,13400,2800
109,八德區,1013,1535-0000,1173.79,13400,2800
109,八德區,1013,1536-0000,921.65,18426,3814
109,八德區,1013,1537-0000,195.51,15400,3200
109,八德區,1013,1538-0000,26.89,15400,3200
109,八德區,1013,1539-0000,97.71,15400,3200
109,八德區,1013,1540-0000,42.95,15400,3200
109,八德區,1013,1541-0000,1009.29,17354,3598
109,八德區,1013,1542-0000,4758.6,6400,1300
109,八德區,1013,1543-0000,632.4,6400,1300
109,八德區,1013,1544-0000,2388.11,6400,1300
109,八德區,1013,1545-0000,1237.63,6400,1300
109,八德區,1013,1546-0000,263.81,6400,1300
109,八德區,1013,1547-0000,859.4,6400,1300
109,八德區,1013,1548-0000,1163.32,6400,1300
109,八德區,1013,1549-0000,4073.46,7324,1495
109,八德區,1013,1550-0000,2984.67,8891,1826
109,八德區,1013,1551-0000,331.96,15400,3200
109,八德區,1013,1552-0000,168.2,15400,3200
109,八德區,1013,1553-0000,4.55,15400,3200
109,八德區,1013,1554-0000,2.56,15400,3200
109,八德區,1013,1555-0000,38.75,15400,3200
109,八德區,1013,1556-0000,342.08,8560,1756
109,八德區,1013,1557-0000,9504.59,14911,3046
109,八德區,1013,1558-0000,1835.47,8721,1790
109,八德區,1013,1559-0000,177.34,15400,3200
109,八德區,1013,1560-0000,13.37,15400,3200
109,八德區,1013,1561-0000,28.2,15400,3200
109,八德區,1013,1562-0000,6.78,15400,3200
109,八德區,1013,1563-0000,158.32,15400,3200
109,八德區,1013,1564-0000,173.9,15400,3200
109,八德區,1013,1565-0000,2466.4,7669,1568
109,八德區,1013,1566-0000,2743.71,6497,1320
109,八德區,1013,1567-0000,2365.43,9005,1836
109,八德區,1013,1568-0000,671.08,12001,2476
109,八德區,1013,1569-0000,504.99,15400,3200
109,八德區,1013,1570-0000,197.64,15400,3200
109,八德區,1013,1571-0000,161.91,21154,4326
109,八德區,1013,1572-0000,292.37,21163,4328
109,八德區,1013,1573-0000,308.33,21528,4406
109,八德區,1013,1574-0000,517.59,20100,4100
109,八德區,1013,1575-0000,918.21,9800,2000
109,八德區,1013,1576-0000,388.84,9800,2000
109,八德區,1013,1577-0000,224,20100,4100
109,八德區,1013,1578-0000,590,20100,4100
109,八德區,1013,1579-0000,1053,9800,2000
109,八德區,1013,1580-0000,741.4,20100,4100
109,八德區,1013,1202-0000,254.73,23800,4900
109,八德區,1013,1203-0000,131.44,23800,4900
109,八德區,1013,1204-0000,87.84,23800,4900
109,八德區,1013,1205-0000,85.69,23800,4900
109,八德區,1013,1206-0000,85.54,23800,4900
109,八德區,1013,1207-0000,76.17,23800,4900
109,八德區,1013,1208-0000,74.8,23800,4900
109,八德區,1013,1209-0000,74.8,23800,4900
109,八德區,1013,1210-0000,74.8,23800,4900
109,八德區,1013,1211-0000,74.8,23800,4900
109,八德區,1013,1212-0000,67.23,23800,4900
109,八德區,1013,1213-0000,8.35,23800,4900
109,八德區,1013,1214-0000,67.94,23800,4900
109,八德區,1013,1215-0000,6.07,23800,4900
109,八德區,1013,1216-0000,74.8,23800,4900
109,八德區,1013,1217-0000,74.79,23800,4900
109,八德區,1013,1218-0000,76.17,23800,4900
109,八德區,1013,1219-0000,22.16,23800,4900
109,八德區,1013,1220-0000,33.11,23800,4900
109,八德區,1013,1221-0000,43.05,23800,4900
109,八德區,1013,1222-0000,48.46,23800,4900
109,八德區,1013,1223-0000,26.33,23800,4900
109,八德區,1013,1224-0000,25.61,23800,4900
109,八德區,1013,1225-0000,49.2,23800,4900
109,八德區,1013,1226-0000,2.5,23800,4900
109,八德區,1013,1227-0000,72.3,23800,4900
109,八德區,1013,1228-0000,74.8,23800,4900
109,八德區,1013,1229-0000,74.8,23800,4900
109,八德區,1013,1230-0000,74.79,23800,4900
109,八德區,1013,1231-0000,74.8,23800,4900
109,八德區,1013,1232-0000,74.8,23800,4900
109,八德區,1013,1233-0000,76.84,23800,4900
109,八德區,1013,1234-0000,85.49,23800,4900
109,八德區,1013,1235-0000,85.51,23800,4900
109,八德區,1013,1236-0000,87.4,23800,4900
109,八德區,1013,1237-0000,444.26,23800,4900
109,八德區,1013,1238-0000,88.53,23800,4900
109,八德區,1013,1239-0000,85.27,23800,4900
109,八德區,1013,1240-0000,85.32,23800,4900
109,八德區,1013,1241-0000,75.83,23800,4900
109,八德區,1013,1242-0000,73.98,23800,4900
109,八德區,1013,1243-0000,73.88,23800,4900
109,八德區,1013,1244-0000,74.01,23800,4900
109,八德區,1013,1245-0000,73.97,23800,4900
109,八德區,1013,1246-0000,73.97,23800,4900
109,八德區,1013,1247-0000,74,23800,4900
109,八德區,1013,1248-0000,73.98,23800,4900
109,八德區,1013,1249-0000,74.69,23800,4900
109,八德區,1013,1250-0000,75.25,23800,4900
109,八德區,1013,1251-0000,109.61,23800,4900
109,八德區,1013,1252-0000,140.45,23800,4900
109,八德區,1013,1253-0000,260.59,23800,4900
109,八德區,1013,1254-0000,83.08,23800,4900
109,八德區,1013,1255-0000,57.75,23800,4900
109,八德區,1013,1256-0000,59.9,23800,4900
109,八德區,1013,1257-0000,64.85,23800,4900
109,八德區,1013,1258-0000,64.88,23800,4900
109,八德區,1013,1259-0000,62.28,23800,4900
109,八德區,1013,1260-0000,55.09,23800,4900
109,八德區,1013,1261-0000,61.45,23800,4900
109,八德區,1013,1262-0000,78.33,23800,4900
109,八德區,1013,1263-0000,85.43,23800,4900
109,八德區,1013,1264-0000,85.48,23800,4900
109,八德區,1013,1265-0000,83.82,23800,4900
109,八德區,1013,1266-0000,171.37,23800,4900
109,八德區,1013,1267-0000,289,23800,4900
109,八德區,1013,1268-0000,56.76,23800,4900
109,八德區,1013,1269-0000,4.86,23800,4900
109,八德區,1013,1270-0000,592.15,23800,4900
109,八德區,1013,1271-0000,107.83,6400,1300
109,八德區,1013,1272-0000,111,6400,1300
109,八德區,1013,1273-0000,148.28,6400,1300
109,八德區,1013,1274-0000,8598.31,6400,1300
109,八德區,1013,1275-0000,3.77,14000,2900
109,八德區,1013,1276-0000,204.26,6400,1300
109,八德區,1013,1277-0000,3076.97,6400,1300
109,八德區,1013,1278-0000,147.36,6400,1300
109,八德區,1013,1279-0000,6815.63,6400,1300
109,八德區,1013,1280-0000,123.96,6400,1300
109,八德區,1013,1281-0000,157.49,6400,1300
109,八德區,1013,1282-0000,8646.1,6400,1300
109,八德區,1013,1283-0000,292.7,6400,1300
109,八德區,1013,1284-0000,157.28,6400,1300
109,八德區,1013,1285-0000,14441.72,6400,1300
109,八德區,1013,1286-0000,995.53,18800,3900
109,八德區,1013,1287-0000,154.7,6400,1300
109,八德區,1013,1288-0000,4415.25,6400,1300
109,八德區,1013,1289-0000,113.45,6400,1300
109,八德區,1013,1290-0000,3187.95,7268,1485
109,八德區,1013,1291-0000,15694.62,6458,1312
109,八德區,1013,1292-0000,1200.61,10862,2249
109,八德區,1013,1292-0002,707.94,11100,2300
109,八德區,1013,1581-0000,802.65,9800,2000
109,八德區,1013,1582-0000,341.31,9800,2000
109,八德區,1013,1583-0000,657.42,9800,2000
109,八德區,1013,1584-0000,130.03,9800,2000
109,八德區,1013,1585-0000,181,8034,1636
109,八德區,1013,1586-0000,1207.03,7015,1427
109,八德區,1013,1587-0000,5531.04,6498,1320
109,八德區,1013,1588-0000,383.18,6400,1300
109,八德區,1013,1589-0000,1754.27,6759,1376
109,八德區,1013,1590-0000,3615.6,6906,1404
109,八德區,1013,1591-0000,59.45,17200,3500
109,八德區,1013,1592-0000,59.71,17200,3500
109,八德區,1013,1593-0000,61.19,17200,3500
109,八德區,1013,1594-0000,62.68,17200,3500
109,八德區,1013,1595-0000,64.17,17200,3500
109,八德區,1013,1596-0000,64.99,17200,3500
109,八德區,1013,1597-0000,63.95,17200,3500
109,八德區,1013,1598-0000,62.83,17200,3500
109,八德區,1013,1599-0000,61.71,17200,3500
109,八德區,1013,1600-0000,60.9,17200,3500
109,八德區,1013,1601-0000,59.65,17200,3500
109,八德區,1013,1602-0000,57.65,17200,3500
109,八德區,1013,1603-0000,55.36,17200,3500
109,八德區,1013,1604-0000,1.15,17200,3500
109,八德區,1013,1605-0000,5.58,17200,3500
109,八德區,1013,1606-0000,52,17200,3500
109,八德區,1013,1607-0000,55.96,17200,3500
109,八德區,1013,1608-0000,58,23407,4803
109,八德區,1013,1609-0000,29.1,27200,5600
109,八德區,1013,1610-0000,20.46,27200,5600
109,八德區,1013,1611-0000,63.06,27200,5600
109,八德區,1013,1612-0000,60.6,27200,5600
109,八德區,1013,1613-0000,61.94,27200,5600
109,八德區,1013,1614-0000,176.2,8936,1822
109,八德區,1013,1615-0000,54.32,27200,5600
109,八德區,1013,1616-0000,52.11,27200,5600
109,八德區,1013,1617-0000,52.12,27200,5600
109,八德區,1013,1618-0000,51,27200,5600
109,八德區,1013,1619-0000,1.11,27200,5600
109,八德區,1013,1620-0000,14.71,27200,5600
109,八德區,1013,1621-0000,39.64,27200,5600
109,八德區,1013,1622-0000,29.3,27200,5600
109,八德區,1013,1623-0000,7.44,27200,5600
109,八德區,1013,1624-0000,8.58,27200,5600
109,八德區,1013,1625-0000,4.17,27200,5600
109,八德區,1013,1327-0000,155.23,17200,3500
109,八德區,1013,1328-0000,154.88,17200,3500
109,八德區,1013,1329-0000,622.8,17200,3500
109,八德區,1013,1330-0000,1626.21,6400,1300
109,八德區,1013,1331-0000,678.96,6400,1300
109,八德區,1013,1332-0000,245.01,6400,1300
109,八德區,1013,1333-0000,1923.09,6400,1300
109,八德區,1013,1334-0000,6577.81,6400,1300
109,八德區,1013,1335-0000,353.23,6400,1300
109,八德區,1013,1336-0000,592.49,6400,1300
109,八德區,1013,1337-0000,54.63,6400,1300
109,八德區,1013,1338-0000,587.06,6400,1300
109,八德區,1013,1339-0000,296.92,6400,1300
109,八德區,1013,1340-0000,244.27,6400,1300
109,八德區,1013,1341-0000,1538.2,6400,1300
109,八德區,1013,1342-0000,523.12,6400,1300
109,八德區,1013,1343-0000,1533.07,6400,1300
109,八德區,1013,1344-0000,477.13,6400,1300
109,八德區,1013,1345-0000,3877.25,6891,1404
109,八德區,1013,1346-0000,3364.03,6919,1410
109,八德區,1013,1347-0000,649.55,6400,1300
109,八德區,1013,1348-0000,334.99,6400,1300
109,八德區,1013,1349-0000,555.36,7667,1570
109,八德區,1013,1350-0000,203.1,11096,2299
109,八德區,1013,1351-0000,229.63,11100,2300
109,八德區,1013,1352-0000,172.72,11100,2300
109,八德區,1013,1353-0000,221.1,11100,2300
109,八德區,1013,1354-0000,476.63,11100,2300
109,八德區,1013,1358-0000,356.47,6400,1300
109,八德區,1013,1359-0000,588.09,6400,1300
109,八德區,1013,1360-0000,3098.16,6400,1300
109,八德區,1013,1361-0000,22846.29,6409,1302
109,八德區,1013,1362-0000,4902.54,6400,1300
109,八德區,1013,1363-0000,4403,6400,1300
109,八德區,1013,1364-0000,4860.47,8143,1671
109,八德區,1013,1365-0000,106.96,11100,2300
109,八德區,1013,1366-0000,629.13,11100,2300
109,八德區,1013,1367-0000,303.96,11100,2300
109,八德區,1013,1368-0000,152,10420,2155
109,八德區,1013,1369-0000,173.61,6400,1300
109,八德區,1013,1370-0000,155.04,6400,1300
109,八德區,1013,1371-0000,1956.67,9656,1993
109,八德區,1013,1372-0000,154.12,11100,2300
109,八德區,1013,1373-0000,1050.78,11100,2300
109,八德區,1013,1374-0000,1146.32,11100,2300
109,八德區,1013,1375-0000,3192.62,8992,1852
109,八德區,1013,1376-0000,30.2,11100,2300
109,八德區,1013,1377-0000,130.89,8242,1692
109,八德區,1013,1378-0000,2812.02,7103,1450
109,八德區,1013,1379-0000,3216.75,18800,3900
109,八德區,1013,1380-0000,8269.12,6400,1300
109,八德區,1013,1381-0000,215.71,6400,1300
109,八德區,1013,1382-0000,156,6400,1300
109,八德區,1013,1383-0000,146.13,6400,1300
109,八德區,1013,1384-0000,49.97,6400,1300
109,八德區,1013,1385-0000,137.28,6400,1300
109,八德區,1013,1386-0000,6204.61,6400,1300
109,八德區,1013,1387-0000,4959.63,6400,1300
109,八德區,1013,1388-0000,89.17,6400,1300
109,八德區,1013,1389-0000,1644.43,6400,1300
109,八德區,1013,1389-0007,1000.01,6400,1300
109,八德區,1013,1389-0008,1000.11,6400,1300
109,八德區,1013,1389-0009,735.84,6400,1300
109,八德區,1013,1389-0010,5024.84,6400,1300
109,八德區,1013,1390-0000,2265.07,6400,1300
109,八德區,1013,1485-0000,685.59,17200,3500
109,八德區,1013,1485-0001,214.55,17200,3500
109,八德區,1013,1485-0002,132.73,17200,3500
109,八德區,1013,1485-0003,199.18,17200,3500
109,八德區,1013,1485-0004,175.65,17200,3500
109,八德區,1013,1486-0000,1352.12,7406,1512
109,八德區,1013,1487-0000,1748.28,6862,1398
109,八德區,1013,1488-0000,523.43,13400,2800
109,八德區,1013,1489-0000,546.05,15400,3200
109,八德區,1013,1490-0000,62.89,15400,3200
109,八德區,1013,1491-0000,34.55,15400,3200
109,八德區,1013,1492-0000,458.68,15400,3200
109,八德區,1013,1493-0000,748.77,15400,3200
109,八德區,1013,1494-0000,29.52,15400,3200
109,八德區,1013,1495-0000,10.17,15400,3200
109,八德區,1013,1496-0000,41.44,15400,3200
109,八德區,1013,1497-0000,40.67,14431,2995
109,八德區,1013,1498-0000,26.05,14308,2970
109,八德區,1013,1499-0000,138.43,12335,2553
109,八德區,1013,1500-0000,37.2,15400,3200
109,八德區,1013,1501-0000,31.2,15400,3200
109,八德區,1013,1502-0000,543.8,15400,3200
109,八德區,1013,1503-0000,1280.76,17525,3633
109,八德區,1013,1504-0000,2193.58,15154,3154
109,八德區,1013,1505-0000,615.41,15400,3200
109,八德區,1013,1626-0000,21.08,27200,5600
109,八德區,1013,1627-0000,53.28,26337,5419
109,八德區,1013,1628-0000,1.83,27200,5600
109,八德區,1013,1629-0000,66.95,17787,3623
109,八德區,1013,1630-0000,46.41,19036,3886
109,八德區,1013,1631-0000,7,18629,3800
109,八德區,1013,1632-0000,53.4,17200,3500
109,八德區,1013,1633-0000,53.4,17200,3500
109,八德區,1013,1634-0000,53.41,17200,3500
109,八德區,1013,1635-0000,53.41,17200,3500
109,八德區,1013,1636-0000,53.4,17200,3500
109,八德區,1013,1637-0000,53.4,17200,3500
109,八德區,1013,1638-0000,53.41,17200,3500
109,八德區,1013,1639-0000,53.41,17200,3500
109,八德區,1013,1640-0000,53.41,17200,3500
109,八德區,1013,1641-0000,53.41,17200,3500
109,八德區,1013,1642-0000,53.42,17200,3500
109,八德區,1013,1643-0000,53.41,17200,3500
109,八德區,1013,1644-0000,55.12,17200,3500
109,八德區,1013,1645-0000,169,6956,1418
109,八德區,1013,1645-0001,22.03,11100,2300
109,八德區,1013,1646-0000,2677.84,6400,1300
109,八德區,1013,1647-0000,39.11,6400,1300
109,八德區,1013,1648-0000,1970.49,19920,4089
109,八德區,1013,1650-0000,2074.79,20803,4280
109,八德區,1013,1652-0000,4093.13,7027,1433
109,八德區,1013,1653-0000,55.31,9326,1922
109,八德區,1013,1654-0000,130.23,7578,1551
109,八德區,1013,1655-0000,635,11100,2300
109,八德區,1013,1656-0000,529.9,11100,2300
109,八德區,1013,1657-0000,15.63,11100,2300
109,八德區,1013,1658-0000,19.85,11100,2300
109,八德區,1013,1659-0000,90.55,11100,2300
109,八德區,1013,1660-0000,1223.02,20000,4100
109,八德區,1013,1661-0000,724.63,11100,2300
109,八德區,1013,1662-0000,7.55,11100,2300
109,八德區,1013,1663-0000,9.52,11100,2300
109,八德區,1013,1664-0000,26.84,11100,2300
109,八德區,1013,1665-0000,24.01,11100,2300
109,八德區,1013,1666-0000,28.97,26900,5600
109,八德區,1013,1667-0000,19.64,26900,5600
109,八德區,1013,1668-0000,414.26,11100,2300
109,八德區,1013,1669-0000,463,11100,2300
109,八德區,1013,1670-0000,296.35,11100,2300
109,八德區,1013,1671-0000,1532.84,10683,2211
109,八德區,1013,1672-0000,101.02,7842,1607
109,八德區,1013,1673-0000,1908.85,6730,1370
109,八德區,1013,1674-0000,531.32,18800,3900
109,八德區,1013,1675-0000,788.92,18800,3900
109,八德區,1013,1676-0000,2121.04,8427,1731
109,八德區,1013,1677-0000,1627.95,6400,1300
109,八德區,1013,1678-0000,265.69,18800,3900
109,八德區,1013,1678-0001,13,18800,3900
109,八德區,1013,1679-0000,524.86,18800,3900
109,八德區,1013,1680-0000,1150.23,6400,1300
109,八德區,1013,1702-0000,818.3,6400,1300
109,八德區,1013,1703-0000,295.73,6400,1300
109,八德區,1013,1704-0000,8.6,6400,1300
109,八德區,1013,1705-0000,34.12,6400,1300
109,八德區,1013,1706-0000,1452.91,6400,1300
109,八德區,1013,1707-0000,65.93,6400,1300
109,八德區,1013,1708-0000,180.02,6425,1306
109,八德區,1013,1709-0000,684.69,7606,1574
109,八德區,1013,1710-0000,135.88,18700,3800
109,八德區,1013,1711-0000,702.2,8600,1800
109,八德區,1013,1712-0000,252.1,8412,1757
109,八德區,1013,1713-0000,1638.64,6554,1335
109,八德區,1013,1714-0000,649.1,7449,1539
109,八德區,1013,1715-0000,649.2,7359,1518
109,八德區,1013,1716-0000,1055.7,8600,1800
109,八德區,1013,1717-0000,66.76,8600,1800
109,八德區,1013,1718-0000,588.2,8600,1800
109,八德區,1013,1719-0000,92.55,8600,1800
109,八德區,1013,1720-0000,56.1,8600,1800
109,八德區,1013,1721-0000,779.45,8600,1800
109,八德區,1013,1722-0000,1639.3,6996,1436
109,八德區,1013,1723-0000,3080.11,7178,1477
109,八德區,1013,1724-0000,1011,6879,1409
109,八德區,1013,1725-0000,106.06,8600,1800
109,八德區,1013,1726-0000,433.1,8600,1800
109,八德區,1013,1727-0000,104.14,8600,1800
109,八德區,1013,1728-0000,1632.9,8269,1725
109,八德區,1013,1728-0001,361.35,8418,1759
109,八德區,1013,1729-0000,1619.47,8600,1800
109,八德區,1013,1731-0000,2610.39,7752,1607
109,八德區,1013,1732-0000,1870.46,6831,1398
109,八德區,1013,1733-0000,559.9,6400,1300
109,八德區,1013,1734-0000,1098.68,7398,1527
109,八德區,1013,1735-0000,2734.02,6815,1394
109,八德區,1013,1736-0000,1902.21,6400,1300
109,八德區,1013,1737-0000,2358.5,6400,1300
109,八德區,1013,1738-0000,347.32,6400,1300
109,八德區,1013,1739-0000,1652.83,6400,1300
109,八德區,1013,1740-0000,4775.29,6400,1300
109,八德區,1013,1741-0000,962.17,6400,1300
109,八德區,1013,1742-0000,1183.87,6400,1300
109,八德區,1013,1743-0000,4189.5,6400,1300
109,八德區,1013,1744-0000,210.26,6400,1300
109,八德區,1013,1745-0000,3571.9,6400,1300
109,八德區,1013,1746-0000,2083.55,6400,1300
109,八德區,1013,1747-0000,1299.03,6400,1300
109,八德區,1013,1748-0000,2394.19,6400,1300
109,八德區,1013,1749-0000,110.4,6400,1300
109,八德區,1013,1750-0000,165.82,6400,1300
109,八德區,1013,1751-0000,2740,23100,4800
109,八德區,1013,1753-0000,56.44,23100,4800
109,八德區,1013,1754-0000,67.25,23100,4800
109,八德區,1013,1755-0000,65.82,23100,4800
109,八德區,1013,1756-0000,65.03,23100,4800
109,八德區,1013,1757-0000,65.14,23100,4800
109,八德區,1013,1758-0000,65.01,23100,4800
109,八德區,1013,1759-0000,64,23100,4800
109,八德區,1013,1760-0000,63.19,23100,4800
109,八德區,1013,1761-0000,63,23100,4800
109,八德區,1013,1762-0000,64.97,23100,4800
109,八德區,1013,1763-0000,52,23100,4800
109,八德區,1013,1764-0000,234.24,9800,2000
109,八德區,1013,1765-0000,72.75,9800,2000
109,八德區,1013,1766-0000,69.64,9800,2000
109,八德區,1013,1767-0000,582.64,9800,2000
109,八德區,1013,1768-0000,95.87,9800,2000
109,八德區,1013,1769-0000,38.44,9800,2000
109,八德區,1013,1770-0000,43,9800,2000
109,八德區,1013,1771-0000,346.06,20100,4100
109,八德區,1013,1772-0000,83.11,9800,2000
109,八德區,1013,1773-0000,55.45,23100,4800
109,八德區,1013,1774-0000,59.34,23100,4800
109,八德區,1013,1775-0000,58.5,23100,4800
109,八德區,1013,1776-0000,58.81,23100,4800
109,八德區,1013,1777-0000,59.79,23100,4800
109,八德區,1013,1778-0000,60.76,23100,4800
109,八德區,1013,1779-0000,61.74,23100,4800
109,八德區,1013,1780-0000,62.94,23100,4800
109,八德區,1013,1781-0000,64.02,23100,4800
109,八德區,1013,1782-0000,65.01,23100,4800
109,八德區,1013,1391-0000,116.49,6400,1300
109,八德區,1013,1392-0000,122.65,6400,1300
109,八德區,1013,1393-0000,25.95,6400,1300
109,八德區,1013,1394-0000,284.1,6400,1300
109,八德區,1013,1395-0000,2230.19,6400,1300
109,八德區,1013,1396-0000,180.65,6400,1300
109,八德區,1013,1397-0000,1187.81,6400,1300
109,八德區,1013,1398-0000,1384.73,6400,1300
109,八德區,1013,1399-0000,205.67,6400,1300
109,八德區,1013,1400-0000,157.54,8193,1707
109,八德區,1013,1401-0000,58,8600,1800
109,八德區,1013,1402-0000,1046.1,8600,1800
109,八德區,1013,1403-0000,1016.64,7960,1655
109,八德區,1013,1404-0000,582.19,8600,1800
109,八德區,1013,1405-0000,1305.29,16034,3289
109,八德區,1013,1406-0000,3672.67,6963,1428
109,八德區,1013,1407-0000,5604.11,6682,1364
109,八德區,1013,1408-0000,176.12,6400,1300
109,八德區,1013,1409-0000,228.22,6400,1300
109,八德區,1013,1410-0000,181.35,6400,1300
109,八德區,1013,1411-0000,263.33,6400,1300
109,八德區,1013,1412-0000,313.46,6400,1300
109,八德區,1013,1413-0000,1730.07,6400,1300
109,八德區,1013,1414-0000,931.66,6400,1300
109,八德區,1013,1415-0000,215.32,6400,1300
109,八德區,1013,1416-0000,3820.08,6400,1300
109,八德區,1013,1417-0000,294.89,6400,1300
109,八德區,1013,1418-0000,628.11,6400,1300
109,八德區,1013,1419-0000,7509.94,6400,1300
109,八德區,1013,1420-0000,1878.42,6400,1300
