年份,行政區,段小段,地號,公告現值,公告地價
108,八德區,1020,0943-0002,83864,
108,八德區,0162,0225-0001,116000,
108,八德區,0162,0228-0001,116000,
108,八德區,0162,0237-0001,116000,
108,八德區,0162,0240-0001,116000,
108,八德區,0162,0245-0001,116000,
108,八德區,0162,0246-0001,116000,
108,八德區,0162,0251-0001,116000,
108,八德區,0162,0252-0001,116000,
108,八德區,0162,0257-0001,116000,
108,八德區,0162,0258-0001,116000,
108,八德區,0162,0265-0001,116000,
108,八德區,0162,0266-0001,116000,
108,八德區,0162,0275-0001,116000,
108,八德區,0162,0277-0001,116000,
108,八德區,0162,0284-0001,116000,
108,八德區,0162,0287-0001,116000,
108,八德區,0162,0300-0001,116000,
108,八德區,0162,0301-0001,116000,
108,八德區,0162,0308-0001,116000,
108,八德區,0162,0309-0001,116000,
108,八德區,0162,0316-0001,116000,
108,八德區,0162,0318-0001,116000,
108,八德區,0162,0326-0001,116000,
108,八德區,0162,0327-0001,116000,
108,八德區,0162,0336-0001,116000,
108,八德區,0162,0340-0001,116000,
108,八德區,0162,0688-0001,80000,
108,八德區,0162,0698-0001,80000,
108,八德區,0162,0702-0001,80000,
108,八德區,0162,0726-0001,80000,
108,八德區,0162,0727-0001,80000,
108,八德區,0162,0731-0001,80000,
108,八德區,0162,0736-0001,80000,
108,八德區,0162,0739-0001,80000,
108,八德區,0162,0742-0001,80000,
108,八德區,0162,0745-0001,80000,
108,八德區,0162,0749-0001,80000,
108,八德區,0162,0752-0001,80000,
108,八德區,0162,0757-0001,80000,
108,八德區,0162,0760-0001,80000,
108,八德區,0162,0765-0001,80000,
108,八德區,0162,0768-0001,80000,
108,八德區,0162,0773-0001,80000,
108,八德區,0162,0775-0001,80000,
108,八德區,0162,0778-0001,80000,
108,八德區,0162,0782-0001,80000,
108,八德區,0162,0783-0001,80000,
108,八德區,0162,0830-0001,80000,
108,八德區,0162,0833-0001,53128,
108,八德區,0162,0834-0001,37500,
108,八德區,0162,0839-0001,80000,
108,八德區,0162,0878-0001,37500,
108,八德區,0162,0880-0001,37500,
108,八德區,0162,0881-0001,37500,
108,八德區,0165,0056-0002,92300,
108,八德區,0165,0056-0003,92300,
108,八德區,0165,0076-0001,92300,
108,八德區,0165,0103-0001,92300,
108,八德區,0170,0002-0001,175000,
108,八德區,0170,0071-0001,175000,
108,八德區,0163,0031-0003,29900,
108,八德區,0163,0031-0004,29900,
108,八德區,0163,0037-0001,26920,
108,八德區,0163,0037-0002,29900,
108,八德區,0171,0002-0001,171825,
108,八德區,0171,0042-0001,171000,
108,八德區,0171,0068-0001,171000,
108,八德區,0171,0070-0013,78402,
108,八德區,0171,0070-0014,171000,
108,八德區,0171,0699-0001,171000,
108,八德區,0157,0181-0001,91400,
108,八德區,0157,0182-0001,91400,
108,八德區,0157,0183-0001,91400,
108,八德區,0157,0215-0001,91400,
108,八德區,0157,0530-0002,91400,
108,八德區,0157,0738-0002,91400,
108,八德區,0157,0739-0002,91400,
108,八德區,0157,0740-0002,91400,
108,八德區,0157,0743-0002,91400,
108,八德區,0157,0958-0002,91400,
108,八德區,0157,0959-0001,91400,
108,八德區,0157,1329-0001,91400,
108,八德區,0157,1335-0001,91400,
108,八德區,0157,1338-0001,91400,
108,八德區,0157,1343-0001,102842,
108,八德區,1022,1387-0001,57000,
108,八德區,1022,1387-0002,57000,
108,八德區,0155,0079-0003,34400,
108,八德區,0155,0079-0004,34400,
108,八德區,0155,0079-0005,34400,
108,八德區,0155,0090-0001,92300,
108,八德區,0155,0091-0001,92300,
108,八德區,0155,0091-0002,92300,
108,八德區,0155,0092-0001,92300,
108,八德區,0155,0095-0001,92300,
108,八德區,0155,0096-0001,92300,
108,八德區,0155,0288-0001,92300,
108,八德區,0155,0289-0001,92300,
108,八德區,0155,0290-0001,92300,
108,八德區,0155,0292-0001,92300,
108,八德區,0155,0333-0001,92300,
108,八德區,0155,0335-0001,92300,
108,八德區,0155,0335-0002,92250,
108,八德區,0155,0390-0001,92300,
108,八德區,0155,0486-0001,92300,
108,八德區,0155,0488-0001,92300,
108,八德區,0155,0488-0002,92300,
108,八德區,0155,0488-0003,92146,
108,八德區,0155,0490-0001,91400,
108,八德區,0155,0491-0001,91400,
108,八德區,0155,0636-0001,91400,
108,八德區,1027,0859-0001,29400,
108,八德區,1027,1025-0001,29400,
108,八德區,1027,1028-0001,29400,
108,八德區,0169,0022-0001,117000,
108,八德區,0169,0039-0001,115221,
108,八德區,0169,0040-0001,112534,
108,八德區,0169,0056-0001,111098,
108,八德區,0169,0171-0005,125000,
108,八德區,0169,0398-0002,125000,
108,八德區,0169,0399-0002,125000,
108,八德區,0169,0402-0001,125000,
108,八德區,0169,0402-0002,125147,
108,八德區,0169,0403-0001,129582,
108,八德區,0169,0519-0001,140000,
108,八德區,0166,0002-0001,92300,
108,八德區,0166,0005-0001,92300,
108,八德區,0166,0092-0001,92300,
108,八德區,0166,0465-0001,92300,
108,八德區,0166,0471-0001,92300,
108,八德區,0166,0472-0001,92300,
108,八德區,0166,0473-0001,92300,
108,八德區,0166,0474-0001,92300,
108,八德區,0166,0475-0001,92088,
108,八德區,0166,0476-0001,91400,
108,八德區,0166,0477-0001,91400,
108,八德區,0166,0479-0001,91400,
108,八德區,0166,0480-0001,91400,
108,八德區,0166,0481-0001,91400,
108,八德區,0166,0485-0001,91400,
108,八德區,0166,0486-0001,91400,
108,八德區,0166,0489-0001,91400,
108,八德區,0166,0490-0001,91400,
108,八德區,0166,0529-0001,80631,
108,八德區,0166,0626-0001,10000,
108,八德區,0166,0626-0002,10000,
108,八德區,0166,0629-0001,91400,
108,八德區,0166,0631-0001,91400,
108,八德區,0166,0631-0002,92300,
108,八德區,0166,0631-0003,91845,
108,八德區,1007,1446-0005,9300,
108,八德區,1007,1446-0006,9300,
108,八德區,1007,1459-0008,9300,
108,八德區,1002,1156-0002,19700,
108,八德區,1002,1156-0003,19700,
108,八德區,1002,1156-0004,19700,
108,八德區,1002,1156-0005,19700,
108,八德區,1002,1156-0006,19700,
108,八德區,1002,1156-0007,19700,
108,八德區,1002,1156-0008,19700,
108,八德區,1002,1156-0009,19700,
108,八德區,1018,2504-0002,57900,
108,八德區,1018,2504-0003,57900,
108,八德區,1007,1393-0008,7800,
108,八德區,1006,0099-0005,9400,
108,八德區,0162,0620-0001,41900,
108,八德區,0162,0372-0003,31230,
108,八德區,0162,0373-0008,42900,
108,八德區,0162,0374-0005,42900,
108,八德區,1028,0004-0002,5100,
108,八德區,1020,0120-0001,37600,
108,八德區,1020,0120-0002,37600,
108,八德區,1020,0120-0003,37600,
108,八德區,0162,0594-0001,31230,
108,八德區,0162,0595-0001,31230,
108,八德區,0163,0041-0002,25400,
108,八德區,0163,0041-0003,25510,
108,八德區,0163,0041-0004,25478,
108,八德區,0163,0041-0005,25400,
108,八德區,0163,0041-0006,25400,
108,八德區,0163,0041-0007,25400,
108,八德區,0163,0041-0008,25400,
108,八德區,0163,0041-0009,25400,
108,八德區,0163,0041-0010,25400,
108,八德區,0163,0041-0011,25400,
108,八德區,0163,0041-0012,25400,
108,八德區,0163,0041-0013,25400,
108,八德區,0163,0041-0014,25400,
108,八德區,0163,0041-0015,25400,
108,八德區,0163,0041-0016,25400,
108,八德區,0163,0041-0017,25400,
108,八德區,0163,0041-0018,25400,
108,八德區,0163,0041-0019,25400,
108,八德區,0163,0041-0020,25400,
108,八德區,0163,0041-0021,25400,
108,八德區,0163,0041-0022,25400,
108,八德區,0163,0041-0023,25400,
108,八德區,0163,0041-0024,25400,
108,八德區,0163,0041-0025,25400,
108,八德區,0163,0041-0026,25400,
108,八德區,0162,0691-0001,80000,
108,八德區,0162,0699-0001,80000,
108,八德區,1002,0938-0001,32300,
108,八德區,0156,0386-0003,8600,
108,八德區,1018,1939-0001,6200,
108,八德區,1018,1939-0002,6200,
108,八德區,1018,1939-0003,6200,
108,八德區,1018,1939-0004,6200,
108,八德區,1018,1939-0005,6200,
108,八德區,1018,1939-0006,6200,
108,八德區,1018,1939-0007,6200,
108,八德區,1018,1940-0001,6200,
108,八德區,1006,0083-0001,9390,
108,八德區,0155,0780-0002,64200,
108,八德區,0155,0780-0003,64200,
108,八德區,0165,0004-0002,102000,
108,八德區,0165,0005-0001,102000,
108,八德區,0165,0006-0001,102000,
108,八德區,0165,0007-0001,102000,
108,八德區,0165,0008-0001,102000,
108,八德區,0165,0009-0001,102000,
108,八德區,0165,0010-0001,102000,
108,八德區,0165,0011-0001,102000,
108,八德區,0165,0731-0003,53200,
108,八德區,0165,0731-0004,53200,
108,八德區,1012,0971-0001,28100,
108,八德區,1012,0972-0001,28100,
108,八德區,1012,0973-0001,28100,
108,八德區,1012,0973-0002,28100,
108,八德區,1004,0312-0001,8900,
108,八德區,1004,0312-0002,8900,
108,八德區,1004,0312-0003,8900,
108,八德區,1004,0312-0004,8900,
108,八德區,1004,0312-0005,8900,
108,八德區,1004,0312-0006,8900,
108,八德區,1004,0312-0007,8900,
108,八德區,1004,0312-0008,8900,
108,八德區,1004,0312-0009,8900,
108,八德區,1004,0312-0010,10212,
108,八德區,1004,0312-0011,13415,
108,八德區,1034,0341-0001,14000,
108,八德區,1034,0339-0001,14000,
108,八德區,1012,0508-0004,19000,
108,八德區,1012,0508-0005,19000,
108,八德區,1012,0508-0006,19000,
108,八德區,1012,0508-0007,19000,
108,八德區,1012,0508-0008,19000,
108,八德區,1012,0508-0009,19000,
108,八德區,1012,0508-0010,19000,
108,八德區,1012,0508-0011,19000,
108,八德區,1012,0508-0012,19000,
108,八德區,1020,0320-0009,37600,
108,八德區,1020,0320-0010,37600,
108,八德區,1035,0564-0001,6200,
108,八德區,1035,0564-0002,6200,
